id_transaccion,fecha_hora,sucursal,canal,cliente_id,segmento_cliente,edad_cliente,antiguedad_meses,categoria,producto_id,precio_unitario,cantidad,descuento_pct,campania,medio_pago,dias_entrega,satisfaccion,devolucion,monto_venta,monto_reembolso
TX006514,2025-12-04 05:04:55,Centro,App,C05421,Estándar,31,70,Belleza,BEL06,72830,4,9,Sin campaña,Débito,2,4.4,0,265101,0
TX020695,2025-12-04 05:04:59,Centro,App,C00310,Estándar,57,70,Vestuario,VES03,24930,1,9,Sin campaña,Crédito,3,3.5,0,22686,0
TX020743,2025-12-04 05:40:09,Centro,Web,C03956,Estándar,24,19,Casa,HOG04,43330,2,8,Sin campaña,Crédito,3,3.7,0,79727,0
TX017722,2025-12-04 05:42:04,Providencia,Web,C03479,Estándar,40,36,Vestuario,VES06,87170,1,6,Sin campaña,Transferencia,4,2.9,0,81940,0
TX013393,2025-12-04 06:25:54,Las Condes,App,C01662,Estándar,37,33,Deportes,DEP04,60960,2,4,Sin campaña,Crédito,4,3.5,0,117043,0
TX009698,2025-12-04 06:55:33,Maipú,Web,C03626,Estándar,74,31,Deportes,DEP05,95580,1,0,Sin campaña,Crédito,5,3.6,0,95580,0
TX010005,2025-12-04 07:10:17,Centro,App,C04138,Estándar,51,8,Deportes,DEP04,59570,1,12,Sin campaña,Crédito,3,3.2,0,52422,0
TX007340,2025-12-04 07:58:03,Las Condes,Web,C03309,Estándar,66,6,Belleza,BEL01,4760,1,5,Sin campaña,Billetera digital,1,3.5,0,4522,0
TX016334,2025-12-04 08:13:48,Estación Central,Web,C05487,Premium,35,27,Vestuario,VES04,41660,1,15,Sin campaña,Crédito,5,2.9,0,35411,0
TX003220,2025-12-04 08:52:31,Maipú,Web,C02250,Convenio Empresa,53,15,Casa,HOG02,13160,4,19,Sin campaña,Débito,3,2.9,0,42638,0
TX019389,2025-12-04 08:57:23,Centro,Web,C04843,Estándar,37,39,Belleza,BEL04,27120,1,9,Sin campaña,Billetera digital,5,2.8,0,24679,0
TX002495,2025-12-04 09:50:31,Ñuñoa,Web,C02762,Estándar,42,26,Tecnología,TEC02,39970,1,16,Sin campaña,Crédito,2,3.3,0,33575,0
TX001656,2025-12-04 10:09:04,Centro,Web,C02169,Estándar,33,11,Vestuario,VES03,24850,2,4,Sin campaña,Débito,2,4.0,0,47712,0
TX014819,2025-12-04 10:29:46,Estación Central,Web,C04597,Estándar,20,33,Alimentos,ALI03,6380,3,0,Sin campaña,Débito,3,3.1,0,19140,0
TX010756,2025-12-04 10:31:08,Centro,Tienda,C04446,Premium,64,40,Hogar,HOG02,13480,2,16,Sin campaña,Crédito,0,3.7,0,22646,0
TX023480,2025-12-04 10:45:00,Vitacura,Web,C05728,Estándar,53,62,Belleza,BEL04,25530,1,0,Sin campaña,Débito,3,4.2,0,25530,0
TX010837,2025-12-04 10:51:33,Maipú,Tienda,C04172,Convenio Empresa,40,30,Deportes,DEP03,34140,27,15,Sin campaña,Débito,0,3.8,0,783513,0
TX008409,2025-12-04 10:53:30,Maipú,Tienda,C01134,Estándar,45,33,Belleza,BEL02,8530,1,2,Sin campaña,Débito,0,4.2,0,8359,0
TX017812,2025-12-04 11:11:31,La Florida,Tienda,C05796,Premium,53,38,Tecnología,TEC05,251890,1,21,Sin campaña,Crédito,0,3.9,0,198993,0
TX023669,2025-12-04 11:17:15,Vitacura,Tienda,C04649,Premium,42,31,Casa,HOG02,12690,1,2,Sin campaña,Débito,0,4.7,0,12436,0
TX005410,2025-12-04 11:27:58,Centro,Tienda,C05383,Estándar,26,30,Deportes,DEP05,96240,1,5,Sin campaña,Débito,0,4.3,0,91428,0
TX003899,2025-12-04 11:28:56,Vitacura,Tienda,C03070,Estándar,27,28,Belleza,BEL02,8810,2,5,Sin campaña,Débito,0,,0,16739,0
TX010688,2025-12-04 11:38:02,Estación Central,Tienda,C04622,Premium,35,81,Tecnología,TEC06,472970,1,10,Sin campaña,Débito,0,4.4,0,425673,0
TX002233,2025-12-04 12:01:02,La Florida,Tienda,C01874,Premium,61,46,Hogar,HOG01,6930,3,2,Sin campaña,Transferencia,0,4.5,0,20374,0
TX021199,2025-12-04 12:07:43,Centro,Web,C01247,Premium,30,12,Alimentos,ALI02,3390,1,5,Sin campaña,Billetera digital,5,2.6,0,3220,0
TX020415,2025-12-04 12:12:41,Providencia,Tienda,C03478,Estándar,32,12,Tecnología,TEC05,247460,1,19,Sin campaña,Crédito,0,4.5,0,200443,0
TX009700,2025-12-04 12:35:10,La Florida,App,C02713,Premium,54,58,Hogar,HOG02,13360,2,7,Sin campaña,Crédito,3,4.2,0,24850,0
TX007276,2025-12-04 12:50:14,Centro,Tienda,C04601,Premium,75,54,Belleza,BEL04,25430,1,1,Sin campaña,Débito,0,4.7,0,25176,0
TX007443,2025-12-04 12:52:21,Estación Central,App,C03866,Estándar,40,42,Tecnología,TEC06,482850,1,18,Sin campaña,Transferencia,4,2.9,0,395937,0
TX004792,2025-12-04 13:03:49,Providencia,Tienda,C04772,Estándar,31,25,Tecnología,TEC04,129580,1,22,Sin campaña,Transferencia,0,4.4,0,101072,0
TX005519,2025-12-04 13:04:40,Providencia,Tienda,C00133,Premium,27,33,Tecnología,TEC03,84540,2,27,Sin campaña,Crédito,0,4.4,0,123428,0
TX006833,2025-12-04 13:12:32,Estación Central,App,C05394,Estándar,41,21,Tecnología,TEC02,40190,3,18,Sin campaña,Billetera digital,2,3.8,0,98867,0
TX002215,2025-12-04 13:18:17,Providencia,Tienda,C05745,Premium,42,7,Casa,HOG01,7130,1,8,Sin campaña,Débito,0,4.7,0,6560,0
TX024905,2025-12-04 14:02:10,Vitacura,Tienda,C02507,Premium,32,29,Hogar,HOG06,157430,1,13,Sin campaña,Billetera digital,0,3.7,0,136964,0
TX022792,2025-12-04 14:09:34,La Florida,Tienda,C04438,Premium,35,70,Casa,HOG04,44670,1,6,Sin campaña,Billetera digital,0,5.0,0,41990,0
TX018168,2025-12-04 14:09:47,Las Condes,Web,C00034,Estándar,50,18,Alimentos,ALI06,20900,1,0,Sin campaña,Transferencia,1,,0,20900,0
TX021898,2025-12-04 14:10:23,Estación Central,Web,C00655,Estándar,40,67,Alimentos,ALI03,6010,2,0,Sin campaña,Crédito,2,4.1,0,12020,0
TX013045,2025-12-04 14:20:47,Maipú,Tienda,C06005,Estándar,52,98,Deportes,DEP01,9860,2,6,Sin campaña,Crédito,0,5.0,0,18537,0
TX006948,2025-12-04 14:24:32,Las Condes,Tienda,C05339,Premium,49,20,Belleza,BEL05,40140,1,4,Sin campaña,Débito,0,4.4,0,38534,0
TX013881,2025-12-04 14:26:53,Las Condes,App,C01415,Estándar,37,26,Deportes,DEP04,58250,1,12,Sin campaña,Débito,3,4.1,0,51260,0
TX011267,2025-12-04 14:39:15,Maipú,Tienda,C04555,Estándar,41,22,Deportes,DEP04,61430,3,1,Sin campaña,Débito,0,4.5,0,182447,0
TX018477,2025-12-04 14:50:50,Maipú,App,C03389,Estándar,31,21,Alimentos,ALI02,3390,1,0,Sin campaña,Crédito,5,2.8,0,3390,0
TX014657,2025-12-04 14:57:53,Centro,Tienda,C04963,Estándar,29,23,Vestuario,VES05,60220,5,10,Sin campaña,Débito,0,4.5,0,270990,0
TX010154,2025-12-04 15:26:39,Maipú,Tienda,C01247,Premium,30,12,Vestuario,VES06,92150,1,0,Sin campaña,Crédito,0,3.9,0,92150,0
TX010683,2025-12-04 15:41:28,Estación Central,Tienda,C06101,Estándar,56,2,Vestuario,VES04,40620,2,13,Sin campaña,Débito,0,4.2,0,70679,0
TX017420,2025-12-04 15:42:14,Estación Central,App,C02051,Premium,34,33,Vestuario,VES06,88120,3,10,Sin campaña,Billetera digital,3,3.1,0,237924,0
TX011195,2025-12-04 15:54:38,Centro,App,C01525,Estándar,28,26,Vestuario,VES04,40300,1,0,Sin campaña,Crédito,2,4.1,0,40300,0
TX007292,2025-12-04 15:55:38,La Florida,Web,C04547,Estándar,27,67,Deportes,DEP02,20280,1,12,Sin campaña,Débito,2,3.8,0,17846,0
TX013770,2025-12-04 16:18:09,Maipú,Tienda,C02734,Estándar,45,17,Tecnología,TEC05,244240,3,24,Sin campaña,Débito,0,4.6,0,556867,0
TX017725,2025-12-04 16:21:28,Maipú,Tienda,C03732,Estándar,38,18,Alimentos,ALI03,5960,1,0,Sin campaña,Crédito,0,4.3,0,5960,0
TX020779,2025-12-04 16:33:44,Ñuñoa,Tienda,C03750,Premium,51,76,Deportes,DEP03,34060,1,12,Sin campaña,Débito,0,4.1,0,29973,0
TX002258,2025-12-04 16:38:50,Estación Central,Web,C02471,Premium,52,21,Casa,HOG05,89780,1,11,Sin campaña,Crédito,2,2.4,0,79904,0
TX014533,2025-12-04 16:45:13,Centro,Tienda,C05070,Premium,37,61,Vestuario,VES01,7960,2,9,Sin campaña,Débito,0,4.6,0,14487,0
TX001068,2025-12-04 16:53:23,Las Condes,App,C02408,Estándar,24,21,Deportes,DEP04,58060,1,8,Sin campaña,Débito,2,3.5,0,53415,0
TX014914,2025-12-04 17:09:21,Providencia,Tienda,C03454,Premium,34,43,Alimentos,ALI04,9290,1,2,Sin campaña,Crédito,0,4.2,0,9104,0
TX004549,2025-12-04 17:10:34,Vitacura,Tienda,C00404,Estándar,51,51,Casa,HOG03,25150,1,12,Sin campaña,Crédito,0,5.0,0,22132,0
TX009513,2025-12-04 17:28:23,Vitacura,Tienda,C05651,Estándar,29,27,Hogar,HOG01,7080,1,7,Sin campaña,Crédito,0,2.2,1,6584,6584
TX014076,2025-12-04 17:29:14,Providencia,Web,C04107,Estándar,39,29,Vestuario,VES04,41050,1,13,Sin campaña,Transferencia,3,3.6,0,35714,0
TX018454,2025-12-04 17:33:30,Centro,Web,C01044,Estándar,32,10,Casa,HOG02,12880,1,1,Sin campaña,Crédito,1,3.2,0,12751,0
TX023343,2025-12-04 18:22:51,Providencia,App,C00039,Estándar,57,14,Belleza,BEL04,25320,1,15,Sin campaña,Transferencia,5,4.0,0,21522,0
TX002026,2025-12-04 18:30:36,La Florida,Tienda,C00901,Estándar,55,41,Belleza,BEL01,4900,1,0,Sin campaña,Débito,0,4.3,0,4900,0
TX008724,2025-12-04 18:47:04,Vitacura,Tienda,C01739,Premium,41,33,Belleza,BEL06,69800,1,0,Sin campaña,Débito,0,4.2,0,69800,0
TX011082,2025-12-04 18:47:46,Providencia,Tienda,C03651,Estándar,38,77,Tecnología,TEC05,253390,1,11,Sin campaña,Crédito,0,4.4,0,225517,0
TX001073,2025-12-04 19:00:03,Estación Central,Tienda,C02979,Estándar,58,77,Deportes,DEP03,32870,1,0,Sin campaña,Crédito,0,4.9,0,32870,0
TX021459,2025-12-04 19:07:20,Maipú,Tienda,C05326,Estándar,46,20,Belleza,BEL01,4900,2,10,Sin campaña,Transferencia,0,4.1,0,8820,0
TX018134,2025-12-04 19:15:56,Centro,App,C05668,Estándar,27,56,Vestuario,VES03,23860,2,7,Sin campaña,Billetera digital,4,3.8,0,44380,0
TX009363,2025-12-04 19:29:09,Maipú,App,C03435,Premium,38,72,Alimentos,ALI03,6500,1,7,Sin campaña,Crédito,2,2.9,0,6045,0
TX009902,2025-12-04 19:29:11,Estación Central,Web,C04290,Estándar,46,13,Deportes,DEP02,19490,2,5,Sin campaña,Crédito,3,4.2,0,37031,0
TX009526,2025-12-04 19:42:23,Vitacura,Tienda,C01819,Estándar,62,14,Tecnología,TEC02,43100,1,10,Sin campaña,Débito,0,4.8,0,38790,0
TX020145,2025-12-04 20:00:40,Centro,Tienda,C05941,Estándar,51,5,Hogar,HOG04,45610,2,10,Sin campaña,Transferencia,0,4.7,0,82098,0
TX003808,2025-12-04 20:08:04,Maipú,Tienda,C05658,Premium,20,39,Casa,HOG06,155200,1,2,Sin campaña,Crédito,0,4.4,0,152096,0
TX003470,2025-12-04 20:09:18,Estación Central,Tienda,C01169,Premium,29,5,Alimentos,ALI06,20370,1,5,Sin campaña,Transferencia,0,4.2,0,19352,0
TX007792,2025-12-04 20:42:46,La Florida,Tienda,C04406,Estándar,59,67,Alimentos,ALI03,5900,1,1,Sin campaña,Billetera digital,0,4.3,0,5841,0
TX007744,2025-12-04 20:53:18,Maipú,App,C05013,Estándar,32,74,Hogar,HOG01,7190,1,9,Sin campaña,Débito,4,3.8,0,6543,0
TX020927,2025-12-04 21:40:56,Maipú,Web,C06058,Estándar,44,6,Belleza,BEL02,9190,1,5,Sin campaña,Billetera digital,4,3.9,0,8730,0
TX009232,2025-12-04 22:24:21,Las Condes,Web,C02268,Estándar,78,43,Vestuario,VES02,15160,2,2,Sin campaña,Débito,3,4.1,0,29714,0
TX000668,2025-12-04 22:26:05,Maipú,Web,C02741,Estándar,63,36,Tecnología,TEC06,531810,2,25,Sin campaña,Débito,4,3.7,0,797715,0
TX000270,2025-12-04 23:23:16,Vitacura,App,C02585,Estándar,18,19,Belleza,BEL06,70960,1,5,Sin campaña,Billetera digital,2,3.4,0,67412,0
TX003510,2025-12-04 23:34:07,Centro,App,C05876,Estándar,63,29,Vestuario,VES06,88630,2,7,Sin campaña,Crédito,2,4.0,0,164852,0
TX011777,2025-12-04 23:47:04,Ñuñoa,Web,C03956,Estándar,24,19,Deportes,DEP03,33140,1,5,Sin campaña,Billetera digital,3,3.3,0,31483,0
TX008638,2025-12-05 00:02:58,Centro,App,C02541,Estándar,35,36,Deportes,DEP04,61480,1,5,Sin campaña,Débito,2,3.9,0,58406,0
TX004100,2025-12-05 00:48:22,Centro,Web,C01529,Estándar,23,37,Vestuario,VES03,24990,1,13,Sin campaña,Billetera digital,2,3.8,0,21741,0
TX023193,2025-12-05 01:04:02,Maipú,App,C00647,Estándar,51,26,Vestuario,VES04,39830,1,7,Sin campaña,Crédito,3,4.0,0,37042,0
TX017880,2025-12-05 01:12:01,Estación Central,Web,C04408,Estándar,32,12,Tecnología,TEC06,498800,1,10,Sin campaña,Débito,5,,0,448920,0
TX019837,2025-12-05 01:16:33,Maipú,Web,C05437,Estándar,37,120,Vestuario,VES02,15890,1,0,Sin campaña,Transferencia,2,3.9,0,15890,0
TX016500,2025-12-05 01:41:46,Estación Central,App,C04134,Estándar,58,47,Hogar,HOG01,6990,1,10,Sin campaña,Débito,7,3.7,0,6291,0
TX000180,2025-12-05 01:52:14,Centro,App,C05777,Estándar,53,38,Casa,HOG01,7200,1,5,Sin campaña,Débito,2,4.0,0,6840,0
TX009424,2025-12-05 02:00:38,Las Condes,Web,C04748,Estándar,42,40,Belleza,BEL01,4940,1,2,Sin campaña,Débito,5,3.3,0,4841,0
TX002401,2025-12-05 02:01:52,Providencia,Web,C00254,Estándar,56,30,Tecnología,TEC05,247170,1,10,Sin campaña,Transferencia,4,2.4,1,222453,222453
TX000601,2025-12-05 02:26:23,Vitacura,App,C06057,Estándar,55,12,Tecnología,TEC01,19200,1,20,Sin campaña,Crédito,4,4.2,0,15360,0
TX001050,2025-12-05 03:02:15,La Florida,Web,C01902,Estándar,18,46,Alimentos,ALI01,1980,1,2,Sin campaña,Crédito,1,3.3,0,1940,0
TX003568,2025-12-05 03:19:52,Centro,Web,C01995,Estándar,39,64,Alimentos,ALI03,5730,1,0,Sin campaña,Débito,2,3.2,0,5730,0
TX011646,2025-12-05 03:46:43,Providencia,Web,C03852,Estándar,51,47,Belleza,BEL03,14800,1,4,Sin campaña,Débito,4,4.0,0,14208,0
TX022090,2025-12-05 03:57:48,Providencia,Web,C02106,Estándar,18,60,Deportes,DEP02,20830,1,8,Sin campaña,Crédito,1,4.0,0,19164,0
TX012416,2025-12-05 04:30:08,Ñuñoa,Web,C02594,Estándar,21,15,Tecnología,TEC04,131940,1,10,Sin campaña,Débito,2,3.4,0,118746,0
TX024649,2025-12-05 05:17:54,Providencia,Web,C03902,Estándar,57,25,Belleza,BEL06,72630,2,7,Sin campaña,Débito,3,3.0,0,135092,0
TX003552,2025-12-05 05:17:56,Maipú,Web,C03856,Estándar,43,21,Vestuario,VES05,60970,1,0,Sin campaña,Billetera digital,4,3.2,0,60970,0
TX011241,2025-12-05 06:41:16,Vitacura,Web,C04171,Estándar,34,8,Hogar,HOG06,152340,1,0,Sin campaña,Crédito,1,3.6,0,152340,0
TX017391,2025-12-05 06:49:20,Providencia,App,C00433,Estándar,30,19,Vestuario,VES05,62940,2,17,Sin campaña,Débito,1,3.4,0,104480,0
TX014407,2025-12-05 07:38:01,La Florida,App,C05276,Estándar,42,6,Alimentos,ALI05,12130,1,3,Sin campaña,Débito,2,2.5,1,11766,11766
TX008002,2025-12-05 08:06:03,Estación Central,App,C05480,Estándar,45,47,Hogar,HOG04,45400,2,13,Sin campaña,Crédito,3,3.5,0,78996,0
TX016358,2025-12-05 08:10:10,Centro,Web,C01661,Estándar,45,23,Alimentos,ALI04,8740,1,3,Sin campaña,Billetera digital,2,4.1,0,8478,0
TX010530,2025-12-05 08:15:52,Maipú,App,C03280,Estándar,52,19,Deportes,DEP03,33250,1,1,Sin campaña,Crédito,3,2.6,1,32918,32918
TX009907,2025-12-05 09:17:03,Maipú,Web,C01225,Estándar,41,34,Alimentos,ALI05,12610,1,0,Sin campaña,Débito,4,4.0,0,12610,0
TX024049,2025-12-05 10:03:09,Vitacura,App,C03245,Estándar,41,26,Hogar,HOG05,98890,2,4,Sin campaña,Transferencia,4,4.0,0,189869,0
TX005530,2025-12-05 10:08:06,Providencia,Tienda,C05388,Estándar,25,33,Deportes,DEP01,9650,1,7,Sin campaña,Débito,0,4.9,0,8974,0
TX011938,2025-12-05 10:29:10,Vitacura,Tienda,C03404,Premium,24,19,Belleza,BEL05,40950,1,7,Sin campaña,Billetera digital,0,4.6,0,38084,0
TX012405,2025-12-05 10:42:20,Ñuñoa,Web,C01455,Estándar,18,31,Alimentos,ALI03,6120,3,0,Sin campaña,Transferencia,4,3.5,0,18360,0
TX018734,2025-12-05 10:44:24,La Florida,App,C05318,Estándar,43,51,Belleza,BEL01,5080,4,1,Sin campaña,Billetera digital,2,4.3,0,20117,0
TX023543,2025-12-05 10:54:08,Las Condes,Tienda,C05976,Premium,55,26,Deportes,DEP02,18650,2,12,Sin campaña,Débito,0,4.2,0,32824,0
TX012081,2025-12-05 10:54:36,Maipú,App,C06036,Premium,47,20,Hogar,HOG02,12480,1,5,Sin campaña,Crédito,3,3.1,0,11856,0
TX003823,2025-12-05 10:56:53,Providencia,App,C02301,Estándar,38,58,Alimentos,ALI01,1940,1,0,Sin campaña,Débito,3,4.3,0,1940,0
TX001688,2025-12-05 11:08:13,Ñuñoa,Tienda,C04376,Estándar,59,79,Tecnología,TEC01,20530,1,10,Sin campaña,Crédito,0,4.0,0,18477,0
TX021796,2025-12-05 11:12:11,Estación Central,Web,C04432,Estándar,64,41,Vestuario,VES02,15060,1,6,Sin campaña,Crédito,3,3.6,0,14156,0
TX023749,2025-12-05 11:24:40,Maipú,Tienda,C00066,Estándar,28,21,Hogar,HOG04,44730,1,5,Sin campaña,Crédito,0,4.6,0,42494,0
TX000819,2025-12-05 11:37:22,Vitacura,Tienda,C03288,Estándar,45,65,Tecnología,TEC05,255920,1,18,Sin campaña,Transferencia,0,5.0,0,209854,0
TX020427,2025-12-05 11:49:47,Maipú,Tienda,C05816,Premium,23,82,Alimentos,ALI02,3440,2,1,Sin campaña,Crédito,0,4.2,0,6811,0
TX000209,2025-12-05 12:13:17,Vitacura,Tienda,C03065,Estándar,28,25,Tecnología,TEC06,498540,1,10,Sin campaña,Débito,0,4.2,0,448686,0
TX008113,2025-12-05 12:19:00,Maipú,Tienda,C02985,Premium,43,12,Alimentos,ALI06,18030,1,5,Sin campaña,Crédito,0,4.5,0,17128,0
TX015471,2025-12-05 12:43:35,La Florida,Tienda,C01734,Estándar,66,28,Hogar,HOG06,145320,1,6,Sin campaña,Débito,0,4.4,0,136601,0
TX014055,2025-12-05 12:46:10,Centro,Web,C05494,Estándar,40,34,Deportes,DEP06,186140,1,11,Sin campaña,Billetera digital,3,3.6,0,165665,0
TX024478,2025-12-05 13:02:10,Ñuñoa,Web,C05855,Estándar,18,36,Belleza,BEL03,14940,2,4,Sin campaña,Billetera digital,3,3.7,0,28685,0
TX009911,2025-12-05 13:08:53,La Florida,App,C00443,Estándar,56,33,Tecnología,TEC03,82200,1,10,Sin campaña,Crédito,3,3.9,0,73980,0
TX001615,2025-12-05 13:10:14,Estación Central,Tienda,C03923,Estándar,31,70,Tecnología,TEC02,38640,1,23,Sin campaña,Débito,0,4.5,0,29753,0
TX009733,2025-12-05 13:16:09,Centro,App,C00397,Estándar,18,36,Deportes,DEP03,34740,2,0,Sin campaña,Transferencia,2,3.7,0,69480,0
TX023681,2025-12-05 13:53:57,Vitacura,Tienda,C03412,Estándar,35,17,Vestuario,VES03,26240,1,0,Sin campaña,Crédito,0,3.7,0,26240,0
TX000586,2025-12-05 14:00:42,Centro,Web,C00711,Estándar,31,30,Hogar,HOG01,7020,1,13,Sin campaña,Crédito,3,3.1,0,6107,0
TX016268,2025-12-05 14:05:03,Vitacura,Tienda,C05317,Premium,29,54,Tecnología,TEC04,133000,1,22,Sin campaña,Débito,0,3.8,0,103740,0
TX021000,2025-12-05 14:09:21,Providencia,Tienda,C00983,Estándar,41,29,Belleza,BEL04,24650,1,0,Sin campaña,Débito,0,4.5,0,24650,0
TX024704,2025-12-05 14:14:55,Vitacura,Tienda,C01799,Premium,43,54,Tecnología,TEC03,79880,1,21,Sin campaña,Débito,0,4.1,0,63105,0
TX012689,2025-12-05 14:18:38,Providencia,Tienda,C00805,Premium,36,19,Tecnología,TEC03,80490,5,21,Sin campaña,Crédito,0,4.3,0,317936,0
TX023215,2025-12-05 14:41:13,Providencia,Web,C03964,Estándar,39,34,Hogar,HOG02,12720,1,5,Sin campaña,Débito,2,3.8,0,12084,0
TX000755,2025-12-05 15:00:18,Ñuñoa,Tienda,C03047,Premium,45,78,Tecnología,TEC01,20180,2,10,Sin campaña,Billetera digital,0,4.3,0,36324,0
TX016412,2025-12-05 15:00:35,Centro,Tienda,C02477,Estándar,45,16,Deportes,DEP02,19640,1,10,Sin campaña,Débito,0,4.4,0,17676,0
TX014935,2025-12-05 15:06:35,Maipú,Web,C00024,Estándar,34,38,Belleza,BEL03,14750,1,8,Sin campaña,Transferencia,2,3.9,0,13570,0
TX019011,2025-12-05 15:16:17,La Florida,Tienda,C03042,Estándar,37,66,Tecnología,TEC02,43610,1,20,Sin campaña,Billetera digital,0,4.2,0,34888,0
TX024740,2025-12-05 15:33:56,La Florida,Tienda,C03853,Premium,40,39,Vestuario,VES03,25900,2,13,Sin campaña,Crédito,0,4.7,0,45066,0
TX006196,2025-12-05 16:00:39,Estación Central,Tienda,C02020,Estándar,18,68,Vestuario,VES04,40010,1,8,Sin campaña,Débito,0,5.0,0,36809,0
TX014361,2025-12-05 16:12:41,Vitacura,App,C01255,Estándar,54,15,Tecnología,TEC01,18580,1,20,Sin campaña,Crédito,2,3.6,0,14864,0
TX011794,2025-12-05 16:13:01,Centro,Tienda,C04484,Estándar,57,37,Deportes,DEP02,19290,1,0,Sin campaña,Crédito,0,4.4,0,19290,0
TX009120,2025-12-05 16:19:38,Providencia,Web,C02745,Estándar,31,36,Tecnología,TEC06,519230,2,24,Sin campaña,Billetera digital,3,2.3,0,789230,0
TX006798,2025-12-05 16:23:10,Estación Central,App,C02118,Estándar,39,15,Casa,HOG01,6990,2,14,Sin campaña,Débito,4,3.6,0,12023,0
TX005670,2025-12-05 16:24:27,Providencia,Web,C05714,Estándar,47,17,Belleza,BEL06,71320,1,4,Sin campaña,Crédito,3,2.6,0,68467,0
TX005890,2025-12-05 16:37:46,Providencia,Tienda,C03477,Premium,36,11,Hogar,HOG01,6710,2,8,Sin campaña,Crédito,0,3.8,0,12346,0
TX001981,2025-12-05 17:07:23,Las Condes,Tienda,C01285,Premium,50,15,Deportes,DEP02,20040,1,7,Sin campaña,Crédito,0,4.3,0,18637,0
TX023069,2025-12-05 17:12:07,Maipú,Tienda,C01652,Premium,28,2,Alimentos,ALI03,5860,1,3,Sin campaña,Débito,0,4.8,0,5684,0
TX015191,2025-12-05 17:19:49,La Florida,Tienda,C04565,Estándar,31,11,Alimentos,ALI01,2030,1,7,Sin campaña,Débito,0,4.2,0,1888,0
TX015478,2025-12-05 17:21:11,Ñuñoa,Tienda,C01509,Premium,37,21,Hogar,HOG03,24970,3,13,Sin campaña,Débito,0,5.0,0,65172,0
TX003547,2025-12-05 17:23:45,Estación Central,Tienda,C03943,Premium,43,41,Alimentos,ALI05,12770,1,3,Sin campaña,Billetera digital,0,3.8,0,12387,0
TX013497,2025-12-05 17:43:11,Las Condes,Tienda,C00733,Estándar,33,42,Casa,HOG02,12720,4,9,Sin campaña,Crédito,0,3.7,0,46301,0
TX017131,2025-12-05 17:59:47,Vitacura,Tienda,C03004,Estándar,38,86,Deportes,DEP02,21150,2,0,Sin campaña,Crédito,0,4.8,0,42300,0
TX009759,2025-12-05 18:20:21,Providencia,Tienda,C04569,Premium,42,32,Deportes,DEP02,18520,2,8,Sin campaña,Crédito,0,3.8,0,34077,0
TX023708,2025-12-05 18:23:27,Maipú,Tienda,C00228,Estándar,39,14,Deportes,DEP03,36230,2,0,Sin campaña,Crédito,0,3.8,0,72460,0
TX007234,2025-12-05 18:26:31,Estación Central,Tienda,C02911,Premium,44,31,Alimentos,ALI06,19200,2,0,Sin campaña,Débito,0,4.1,0,38400,0
TX007660,2025-12-05 18:39:36,La Florida,Web,C05893,Estándar,24,48,Vestuario,VES01,7870,2,5,Sin campaña,Crédito,4,2.1,1,14953,14953
TX008024,2025-12-05 18:41:45,La Florida,Tienda,C05830,Estándar,44,31,Casa,HOG06,150520,1,11,Sin campaña,Transferencia,0,4.7,0,133963,0
TX013959,2025-12-05 18:59:51,Providencia,App,C03919,Estándar,29,30,Tecnología,TEC03,84970,1,19,Sin campaña,Débito,3,3.1,0,68826,0
TX023829,2025-12-05 19:09:34,Maipú,Web,C03107,Estándar,52,32,Tecnología,TEC01,19900,2,18,Sin campaña,Débito,2,3.9,0,32636,0
TX003497,2025-12-05 19:29:44,Vitacura,Tienda,C04410,Premium,35,68,Tecnología,TEC02,39100,1,10,Sin campaña,Débito,0,3.9,0,35190,0
TX022430,2025-12-05 19:32:29,Ñuñoa,App,C05576,Premium,49,46,Deportes,DEP05,97830,4,8,Sin campaña,Transferencia,2,4.0,0,360014,0
TX024870,2025-12-05 19:33:15,Estación Central,Tienda,C03562,Premium,29,2,Alimentos,ALI02,3450,3,0,Sin campaña,Billetera digital,0,3.8,0,10350,0
TX017141,2025-12-05 19:46:33,Centro,Web,C03579,Estándar,41,5,Belleza,BEL03,14960,1,6,Sin campaña,Débito,2,3.9,0,14062,0
TX008835,2025-12-05 19:55:17,Centro,Web,C00029,Estándar,49,25,Alimentos,ALI02,3530,1,0,Sin campaña,Débito,4,3.7,0,3530,0
TX023387,2025-12-05 20:06:33,Estación Central,Tienda,C00257,Premium,18,32,Alimentos,ALI02,3460,1,3,Sin campaña,Débito,0,4.7,0,3356,0
TX024780,2025-12-05 20:08:48,La Florida,Tienda,C05825,Premium,27,9,Deportes,DEP01,10000,1,0,Sin campaña,Crédito,0,4.6,0,10000,0
TX015572,2025-12-05 20:13:04,Providencia,Web,C02697,Estándar,23,42,Tecnología,TEC02,41410,1,20,Sin campaña,Billetera digital,2,4.0,0,33128,0
TX005746,2025-12-05 20:19:06,Maipú,Tienda,C05868,Premium,46,37,Hogar,HOG06,138460,1,15,Sin campaña,Billetera digital,0,4.1,0,117691,0
TX003574,2025-12-05 20:44:14,Estación Central,Web,C04676,Estándar,42,11,Alimentos,ALI06,20480,1,0,Sin campaña,Débito,5,,0,20480,0
TX015542,2025-12-05 20:47:13,Centro,Web,C01284,Estándar,31,5,Belleza,BEL01,4780,3,10,Sin campaña,Débito,5,2.7,0,12906,0
